txn_id,timestamp,user_id,user_id_valid_fk,merchant_id,merchant_id_valid_fk,amount,amount_was_negative,amount_missing,utr,utr_valid,utr_missing,mcc,status
TXN00008884,2026-02-01 23:17:20,USR99474,False,MCH1206,False,7998.11,False,False,UTR6778164754,True,False,5411,SUCCESS
TXN00007528,2026-01-30 18:33:12,USR86253,True,MCH1683,True,13694.93,False,False,UTR6390761420,True,False,5411,SUCCESS
TXN00011321,2026-02-25 08:44:40,USR85411,False,MCH6621,False,15076.69,False,False,UTR9700714037,True,False,7011,SUCCESS
TXN00003742,2026-03-20 05:35:40,USR92327,True,MCH8759,False,20437.02,False,False,UTR3393354693,True,False,5812,SUCCESS
TXN00008492,2026-02-02 18:27:43,USR54536,False,MCH8074,True,3384.6,False,False,UTR3320495895,True,False,,PENDING
TXN00016765,2026-03-26 12:18:46,USR93890,False,MCH5711,False,20091.0,False,False,UTR9203187638,True,False,,PENDING
TXN00017694,2026-01-13 15:03:46,USR40732,True,MCH9490,False,9002.0,False,False,UTR2443914333,True,False,5411,FAILED
TXN00006528,2026-03-28 10:06:31,USR29622,True,MCH4964,True,20882.75,False,False,UTR4641185560,True,False,,PENDING
TXN00013401,2026-03-04 18:19:19,USR31880,False,MCH1798,False,24701.82,False,False,UTR8784371040,True,False,5912,SUCCESS
TXN00004494,2026-02-24 12:34:51,USR95466,False,MCH5376,True,19908.13,False,False,UTR0075153514,True,False,7011,SUCCESS
TXN00011094,2026-03-05 11:29:40,USR75900,True,MCH1058,True,8314.42,False,False,UTR9917244266,True,False,,SUCCESS
TXN00017273,2026-01-14 18:30:01,USR76790,True,MCH6075,True,13085.0,False,False,UTR0709799346,True,False,4131,FAILED
TXN00009281,2026-02-21 00:15:01,USR68024,False,MCH5104,False,10455.06,False,False,UTR1967979496,True,False,5812,SUCCESS
TXN00006056,2026-01-18 14:04:37,USR74396,True,MCH3197,False,12329.64,False,False,UTR9066186368,True,False,4131,SUCCESS
TXN00010147,2026-01-16 17:24:29,USR91777,True,MCH4915,False,19600.29,False,False,UTR0387036525,True,False,4131,SUCCESS
TXN00008021,2026-02-13 00:38:19,USR87162,False,MCH8216,False,12452.0,False,False,UTR6064791461,True,False,5912,SUCCESS
TXN00015299,2026-03-12 03:39:52,USR81720,False,MCH9260,False,15641.17,False,False,UTR8680623402,True,False,5812,SUCCESS
TXN00012856,2026-03-16 23:45:31,USR76098,False,MCH6109,True,5205.0,False,False,UTR9338335376,True,False,5912,FAILED
TXN00002230,2026-02-27 04:10:10,USR41686,True,MCH3071,True,7504.98,False,False,UTR9557966907,True,False,5812,PENDING
TXN00008304,2026-03-20 05:00:36,USR95674,True,MCH5401,True,5379.22,False,False,UTR8910180483,True,False,,SUCCESS
TXN00002751,2026-01-08 18:34:26,USR62352,True,MCH6961,False,9710.26,False,False,UTR2411349944,True,False,4131,SUCCESS
TXN00016154,2026-01-12 06:43:49,USR24396,True,MCH4549,False,7444.86,False,False,UTR9010745901,True,False,7011,SUCCESS
TXN00002002,2026-02-02 21:46:04,USR30273,False,MCH3715,True,6182.0,False,False,UTR4088897098,True,False,5411,SUCCESS
TXN00017871,2026-03-23 02:31:39,USR84134,False,MCH7932,True,1129.96,False,False,UTR2897803833,True,False,5411,FAILED
TXN00009906,2026-02-19 18:35:29,USR91737,False,MCH9669,False,9793.08,False,False,UTR7243374821,True,False,7011,SUCCESS
TXN00012105,2026-02-11 21:01:18,USR62385,False,MCH7681,True,7551.46,False,False,UTR8310520572,True,False,4131,SUCCESS
TXN00003363,2026-03-30 03:38:47,USR87291,False,MCH4490,True,17312.05,False,False,UTR6688677473,True,False,5912,SUCCESS
TXN00004301,2026-03-15 01:52:40,USR98963,True,MCH8511,True,2024.58,False,False,UTR0403071756,True,False,4131,PENDING
TXN00012813,2026-01-09 06:36:33,USR20191,False,MCH8936,False,7452.0,False,False,UTR9559448527,True,False,,SUCCESS
TXN00009678,2026-03-06 07:59:54,USR64256,False,MCH3235,False,1728.09,False,False,,False,True,7011,PENDING
TXN00017971,2026-03-01 10:55:10,USR62625,True,MCH9776,False,1198.21,False,False,UTR7890902701,True,False,5812,PENDING
TXN00016152,2026-01-21 09:16:16,USR20475,False,MCH5563,True,13950.77,False,False,UTR8762321453,True,False,5411,SUCCESS
TXN00011334,2026-03-29 13:01:14,USR32767,True,MCH8033,True,18247.02,False,False,UTR4892994283,True,False,5812,SUCCESS
TXN00012493,2026-03-20 10:23:23,USR18021,True,MCH3684,True,8404.49,False,False,UTR0110455957,True,False,5812,PENDING
TXN00002376,2026-02-02 00:00:00,USR38437,True,MCH4578,True,6891.78,False,False,UTR5079845432,True,False,5411,SUCCESS
TXN00016897,2026-02-01 02:05:20,USR67814,False,MCH5171,True,1728.83,False,False,UTR9272463214,True,False,4131,SUCCESS
TXN00003924,2026-02-09 22:29:17,USR42819,False,MCH7536,True,6655.55,False,False,UTR9885770586,True,False,4131,FAILED
TXN00012810,2026-01-28 00:00:00,USR16089,True,MCH3478,False,14920.61,False,False,UTR2659964448,True,False,5912,SUCCESS
TXN00014604,2026-02-07 00:55:35,USR90912,True,MCH3992,False,6800.75,False,False,UTR3515806131,True,False,4131,SUCCESS
TXN00008536,2026-01-30 07:20:31,USR90160,False,MCH8495,False,8104.15,False,False,,False,True,5912,SUCCESS
TXN00014556,2026-01-15 17:25:05,USR81688,True,MCH2222,True,10183.23,False,False,UTR4323114461,True,False,5912,SUCCESS
TXN00004965,2026-01-17 05:03:06,USR65014,True,MCH3468,True,12070.2,False,False,UTR0153287222,True,False,4131,SUCCESS
TXN00012380,2026-03-29 17:51:12,USR11339,True,MCH9899,False,22522.69,False,False,UTR5306302554,True,False,4131,SUCCESS
TXN00016736,2026-02-13 10:42:16,USR86671,False,MCH1318,True,22925.42,False,False,UTR8483573352,True,False,5411,SUCCESS
TXN00006289,2026-02-18 07:48:57,USR35502,False,MCH6411,False,24165.1,False,False,UTR8869496578,True,False,,SUCCESS
TXN00013908,2026-02-19 08:21:13,USR13844,False,MCH6787,False,915.95,False,False,UTR5021961853,True,False,5411,SUCCESS
TXN00005968,2026-02-20 00:00:00,USR20374,True,MCH9694,False,2195.0,False,False,UTR0092134543,True,False,5411,PENDING
TXN00010276,2026-01-14 14:05:26,USR50541,False,MCH2324,False,12011.12,False,False,UTR4772427896,True,False,5812,PENDING
TXN00006474,2026-01-16 05:40:02,USR15164,True,MCH2258,True,24223.92,False,False,UTR6806916882,True,False,5411,FAILED
TXN00010498,2026-02-02 10:57:46,USR80912,False,MCH8382,False,14757.01,False,False,UTR4263242407,True,False,4131,SUCCESS
TXN00014376,2026-03-07 04:27:25,USR70302,False,MCH5376,True,20627.72,False,False,UTR2595478610,True,False,5411,SUCCESS
TXN00000489,2026-01-16 07:34:36,USR16400,True,MCH8181,True,23760.78,False,False,UTR6606633603,True,False,7011,SUCCESS
TXN00015714,2026-01-13 22:39:19,USR28439,False,MCH5333,True,21372.31,False,False,UTR6760441626,True,False,5812,PENDING
TXN00014711,2026-02-06 08:05:02,USR90525,False,MCH9888,True,10222.36,False,False,UTR4063458835,True,False,5411,SUCCESS
TXN00018474,2026-02-04 14:40:14,USR50590,True,MCH6271,False,10839.22,False,False,UTR4596136519,True,False,5411,SUCCESS
TXN00000224,2026-03-01 03:00:12,USR15259,True,MCH1799,False,9199.22,False,False,UTR2738330060,True,False,,PENDING
TXN00005633,2026-01-29 07:58:11,USR69720,False,MCH9129,True,4672.89,False,False,UTR4546388237,True,False,7011,SUCCESS
TXN00004328,2026-02-03 11:49:56,USR19395,True,MCH4330,True,24563.21,False,False,UTR7701194945,True,False,,SUCCESS
TXN00009685,2026-02-17 05:55:50,USR48293,False,MCH3778,True,13853.0,False,False,UTR0416062097,True,False,7011,SUCCESS
TXN00002724,2026-03-14 04:01:56,USR74105,False,MCH2807,False,11455.31,False,False,UTR9017145438,True,False,5411,SUCCESS
TXN00012687,2026-01-21 02:49:51,USR17936,False,MCH4330,True,15994.0,False,False,UTR9292098304,True,False,,SUCCESS
TXN00013883,2026-01-31 20:52:51,USR66862,False,MCH5569,True,16368.07,False,False,UTR2460914781,True,False,5912,SUCCESS
TXN00010284,2026-02-07 17:53:38,USR84713,False,MCH8033,True,20724.96,False,False,UTR9679708700,True,False,5912,SUCCESS
TXN00016950,2026-02-03 21:52:21,USR92059,False,MCH5284,False,8732.0,False,False,UTR9637214589,True,False,5912,SUCCESS
TXN00001288,2026-03-31 16:52:07,USR62469,False,MCH4709,True,8772.17,False,False,UTR4380253542,True,False,5812,SUCCESS
TXN00018168,2026-02-26 18:15:26,USR18484,False,MCH7007,True,14231.14,False,False,UTR0728524782,True,False,5411,SUCCESS
TXN00019686,2026-02-09 03:30:45,USR18812,False,MCH4407,False,12580.71,False,False,UTR6640964146,True,False,5812,SUCCESS
TXN00003100,2026-03-16 03:54:54,USR57308,True,MCH7112,False,10845.23,False,False,UTR1936400434,True,False,5411,SUCCESS
TXN00004458,2026-01-14 17:23:21,USR45841,False,MCH8118,False,3508.28,False,False,UTR4012895022,True,False,,PENDING
TXN00005596,2026-02-09 17:41:28,USR14781,True,MCH9010,False,11951.91,False,False,UTR7767785322,True,False,,SUCCESS
TXN00013560,2026-02-10 18:48:56,USR52838,True,MCH2487,True,12874.04,False,False,UTR2505214559,True,False,7011,SUCCESS
TXN00005113,2026-01-20 22:08:15,USR59091,False,MCH5481,False,15023.8,False,False,UTR7885746162,True,False,7011,SUCCESS
TXN00004382,2026-02-09 07:49:44,USR41359,False,MCH6188,True,1788.0,False,False,UTR3223727564,True,False,5411,FAILED
TXN00000501,2026-03-21 07:59:26,USR89249,False,MCH6141,False,17457.06,False,False,UTR6418765672,True,False,4131,SUCCESS
TXN00015867,2026-02-03 09:51:32,USR22510,False,MCH1710,True,19999.28,False,False,UTR4037860306,True,False,,PENDING
TXN00009000,2026-03-08 18:50:10,USR50781,True,MCH4452,False,23299.28,False,False,UTR7035856587,True,False,,FAILED
TXN00015273,2026-02-25 21:26:11,USR68103,False,MCH9191,False,9060.1,False,False,UTR3174009003,True,False,4131,PENDING
TXN00014299,2026-03-29 14:21:33,USR65210,False,MCH2827,True,12535.81,False,False,UTR8506543282,True,False,5411,SUCCESS
TXN00003270,2026-01-28 02:07:55,USR15604,False,MCH4643,True,17218.9,False,False,UTR3172822886,True,False,5812,FAILED
TXN00001731,2026-01-20 11:53:08,USR32551,False,MCH1513,False,7663.28,False,False,UTR5999659974,True,False,5812,SUCCESS
TXN00010729,2026-02-05 11:50:33,USR15670,False,MCH7869,False,4434.27,False,False,UTR9532881220,True,False,5812,SUCCESS
TXN00016379,2026-02-02 12:14:35,USR33003,True,MCH4564,False,13236.1,False,False,UTR0210719519,True,False,5411,PENDING
TXN00019886,2026-02-27 11:51:21,USR63295,False,MCH8082,True,13247.83,False,False,,False,True,,SUCCESS
TXN00013446,2026-03-09 16:11:52,USR65132,False,MCH2804,False,22208.81,False,False,UTR9695047215,True,False,5411,SUCCESS
TXN00019919,2026-02-11 07:16:01,USR28532,False,MCH4744,True,21787.59,False,False,UTR5946059768,True,False,7011,PENDING
TXN00015848,2026-03-14 00:00:00,USR47788,True,MCH8306,True,19340.0,False,False,UTR5491341754,True,False,5411,PENDING
TXN00012409,2026-02-11 08:41:30,USR21890,False,MCH6790,False,24277.1,False,False,UTR6709219519,True,False,5912,SUCCESS
TXN00004601,2026-03-25 07:19:26,USR12389,False,MCH1015,True,4973.8,True,False,UTR7964275007,True,False,5812,SUCCESS
TXN00001022,2026-03-02 21:34:50,USR50138,True,MCH1795,False,7440.75,False,False,UTR4834151699,True,False,7011,SUCCESS
TXN00003957,2026-02-06 05:16:23,USR20098,False,MCH1501,True,23162.33,False,False,UTR3598244387,True,False,5912,SUCCESS
TXN00005885,2026-02-05 18:19:19,USR17338,False,MCH5199,False,12009.79,False,False,UTR6613055314,True,False,,PENDING
TXN00003161,2026-03-23 00:00:00,USR25738,True,MCH5735,False,11103.55,False,False,,False,True,7011,FAILED
TXN00003183,2026-03-19 08:34:23,USR83823,False,MCH6677,True,7752.07,False,False,UTR7232258080,True,False,4131,SUCCESS
TXN00005958,2026-03-28 22:37:35,USR27388,True,MCH3069,True,9224.44,False,False,UTR1270153526,True,False,7011,SUCCESS
TXN00018600,2026-01-03 01:57:59,USR52027,False,MCH9778,True,6989.39,False,False,UTR1379778285,True,False,5812,SUCCESS
TXN00011473,2026-03-03 00:00:00,USR28894,False,MCH8529,True,24964.02,False,False,UTR8038923106,True,False,5411,PENDING
TXN00009867,2026-03-09 00:58:30,USR30052,False,MCH1367,False,10701.31,False,False,UTR2346819295,True,False,4131,SUCCESS
TXN00018096,2026-03-09 09:26:52,USR49422,False,MCH2628,True,13326.81,False,False,UTR8557379697,True,False,,SUCCESS
TXN00017701,2026-03-02 05:49:07,USR36315,False,MCH4921,False,19623.08,False,False,UTR6081235727,True,False,7011,PENDING
TXN00006531,2026-01-21 01:59:54,USR58010,False,MCH1941,True,13869.97,False,False,UTR3163046139,True,False,5812,SUCCESS
TXN00009761,2026-02-05 20:21:06,USR26470,False,MCH3240,True,23132.36,False,False,UTR4257556463,True,False,,PENDING
TXN00003245,2026-03-06 07:06:01,USR62662,False,MCH6418,True,17556.63,False,False,UTR2892934019,True,False,,SUCCESS
TXN00006562,2026-03-22 13:46:10,USR64443,False,MCH7071,False,8094.88,False,False,UTR1599752498,True,False,,SUCCESS
TXN00002254,2026-03-12 14:54:58,USR94428,False,MCH8149,True,20733.88,False,False,UTR8066942893,True,False,5411,PENDING
TXN00016290,2026-03-18 22:25:36,USR21325,False,MCH5558,True,442.18,False,False,UTR7671258903,True,False,4131,PENDING
TXN00016796,2026-02-12 22:02:25,USR80985,False,MCH6805,True,3687.47,False,False,UTR0030159658,True,False,5912,FAILED
TXN00010765,2026-01-06 06:54:03,USR94871,False,MCH6302,True,19884.0,False,False,UTR2028825714,True,False,5812,SUCCESS
TXN00019503,2026-02-22 01:00:03,USR41382,False,MCH4223,True,15791.16,False,False,UTR6699377405,True,False,5912,SUCCESS
TXN00014716,2026-02-08 07:36:01,USR49876,True,MCH2050,False,3366.08,False,False,UTR1476775470,True,False,7011,PENDING
TXN00006256,2026-02-23 03:15:37,USR14015,False,MCH6029,False,13751.42,False,False,UTR2129646944,True,False,5912,SUCCESS
TXN00004895,2026-03-11 04:32:45,USR47645,False,MCH2661,False,9676.31,False,False,UTR8070140615,True,False,5912,SUCCESS
TXN00013615,2026-02-12 13:50:51,USR55054,False,MCH5778,False,12236.91,False,False,UTR3196969917,True,False,4131,PENDING
TXN00004390,2026-01-03 20:01:22,USR82367,True,MCH2471,True,1111.0,False,False,UTR8049306447,True,False,4131,FAILED
TXN00013135,2026-03-15 23:28:30,USR62232,True,MCH5820,False,16348.45,False,False,UTR0689397331,True,False,5812,SUCCESS
TXN00007764,2026-02-22 13:43:32,USR45173,False,MCH9008,True,17835.91,False,False,UTR4303084605,True,False,,SUCCESS
TXN00006741,2026-02-22 13:01:20,USR97470,False,MCH8566,True,4285.0,False,False,UTR2018087042,True,False,5411,SUCCESS
TXN00005667,2026-01-15 16:09:35,USR82683,False,MCH4954,False,17585.0,False,False,UTR1856107063,True,False,5812,SUCCESS
TXN00002573,2026-03-09 13:57:55,USR45426,True,MCH7628,True,8044.18,False,False,UTR8379481246,True,False,4131,SUCCESS
TXN00008388,2026-01-10 08:17:36,USR33183,False,MCH3234,True,8337.71,False,False,UTR8271193431,True,False,7011,SUCCESS
TXN00001918,2026-01-17 22:01:23,USR86997,False,MCH8289,True,14830.18,False,False,UTR0226310424,True,False,,PENDING
TXN00006890,2026-03-31 04:30:36,USR18653,False,MCH5002,False,12754.53,False,False,UTR4896759390,True,False,7011,SUCCESS
TXN00001877,2026-03-18 09:47:30,USR68781,False,MCH7697,False,14762.79,False,False,UTR4828129667,True,False,5411,SUCCESS
TXN00012941,2026-03-15 12:02:44,USR45922,False,MCH7221,False,7072.81,False,False,UTR1085355495,True,False,5411,SUCCESS
TXN00001855,2026-03-04 14:33:19,USR51089,False,MCH4135,True,22973.97,False,False,UTR9892348742,True,False,7011,PENDING
TXN00007710,2026-03-22 19:06:47,USR26757,True,MCH2527,False,21021.22,False,False,,False,True,7011,SUCCESS
TXN00008290,2026-01-15 22:39:21,USR27847,False,MCH7236,True,12764.71,False,False,UTR6153659104,True,False,5812,SUCCESS
TXN00006772,2026-03-18 12:25:58,USR94267,False,MCH2968,False,21751.92,False,False,UTR8820824677,True,False,5411,SUCCESS
TXN00007152,2026-01-11 13:35:54,USR89803,False,MCH5051,False,2607.94,False,False,UTR6520425753,True,False,7011,PENDING
TXN00019159,2026-03-01 20:51:03,USR91934,True,MCH3192,False,3235.55,False,False,UTR7785440434,True,False,7011,SUCCESS
TXN00018877,2026-02-12 17:03:46,USR94279,True,MCH4458,True,2633.71,False,False,UTR0208479978,True,False,5411,FAILED
TXN00013932,2026-02-15 01:49:16,USR12186,False,MCH9903,False,22356.76,False,False,UTR2777053913,True,False,7011,SUCCESS
TXN00011036,2026-02-28 01:17:28,USR58619,True,MCH4195,False,23630.29,False,False,UTR8606568251,True,False,5411,SUCCESS
TXN00002210,2026-02-10 13:17:50,USR25650,False,MCH7633,False,22770.15,False,False,UTR6547928288,True,False,,SUCCESS
TXN00013949,2026-02-26 16:46:41,USR52890,False,MCH8297,True,13314.64,False,False,UTR8644144643,True,False,4131,SUCCESS
TXN00010462,2026-01-10 06:57:34,USR74619,False,MCH7994,False,13136.01,False,False,UTR7807345583,True,False,5411,SUCCESS
TXN00006278,2026-03-22 15:33:40,USR34338,True,MCH9625,True,9120.52,False,False,UTR8320354300,True,False,,PENDING
TXN00003871,2026-02-17 15:10:14,USR42606,False,MCH9293,False,9887.53,False,False,UTR5551098474,True,False,4131,SUCCESS
TXN00001361,2026-03-30 22:36:15,USR32248,False,MCH6292,False,22809.96,False,False,UTR0970673209,True,False,5411,SUCCESS
TXN00009946,2026-01-08 11:06:07,USR94116,False,MCH6420,True,6344.99,False,False,UTR4147066623,True,False,,SUCCESS
TXN00014956,2026-01-14 11:34:27,USR56846,True,MCH6762,False,17894.0,False,False,UTR5535367419,True,False,4131,SUCCESS
TXN00019328,2026-01-27 00:00:00,USR44178,False,MCH2650,True,13654.39,False,False,UTR1102816150,True,False,5411,SUCCESS
TXN00006743,2026-02-04 19:47:26,USR56840,False,MCH9043,True,14258.98,False,False,UTR9104827598,True,False,4131,SUCCESS
TXN00016890,2026-01-04 17:12:15,USR71010,False,MCH6947,True,5759.97,False,False,UTR8213266496,True,False,4131,SUCCESS
TXN00002944,2026-02-03 14:17:31,USR16871,False,MCH1543,True,17863.46,False,False,UTR5195239565,True,False,5912,SUCCESS
TXN00015833,2026-03-06 16:22:11,USR16919,True,MCH6172,True,11314.83,False,False,UTR8917323097,True,False,5812,PENDING
TXN00007043,2026-02-23 21:24:22,USR63554,True,MCH6856,True,16154.71,False,False,UTR7336479883,True,False,5912,SUCCESS
TXN00000544,2026-01-26 10:24:00,USR55398,True,MCH3702,False,16796.0,False,False,UTR1271171522,True,False,5411,SUCCESS
TXN00013082,2026-02-05 21:11:51,USR51796,True,MCH6558,False,4249.83,False,False,UTR5780172800,True,False,5912,PENDING
TXN00018606,2026-01-20 01:07:09,USR79348,False,MCH3891,False,15822.0,False,False,UTR5691443894,True,False,,SUCCESS
TXN00008708,2026-03-05 15:12:56,USR70734,False,MCH8795,True,12585.0,False,False,UTR2977773398,True,False,5411,PENDING
TXN00001416,2026-03-15 18:54:22,USR70574,False,MCH6009,True,23415.78,False,False,UTR4690357243,True,False,5812,SUCCESS
TXN00015801,2026-01-18 16:30:53,USR15942,False,MCH8224,False,12354.43,True,False,UTR9996906622,True,False,4131,SUCCESS
TXN00006868,2026-02-02 05:20:40,USR99527,False,MCH3029,True,4499.48,False,False,UTR2114946772,True,False,5812,SUCCESS
TXN00014400,2026-03-06 07:49:47,USR52163,True,MCH9650,False,1310.79,False,False,UTR9004810689,True,False,,SUCCESS
TXN00003793,2026-01-21 13:32:52,USR38819,False,MCH2865,False,14875.0,False,False,UTR6018853447,True,False,5812,SUCCESS
TXN00013122,2026-01-31 01:39:27,USR32938,False,MCH8037,True,1094.48,False,False,UTR5192612128,True,False,,FAILED
TXN00019973,2026-03-16 00:00:00,USR54512,False,MCH6087,False,13754.22,False,False,UTR6350813794,True,False,4131,SUCCESS
TXN00005733,2026-02-01 01:04:13,USR57996,True,MCH4311,False,16398.96,False,False,UTR9717957041,True,False,7011,SUCCESS
TXN00000857,2026-01-28 17:47:41,USR36546,False,MCH1993,True,923.0,False,False,UTR5550054258,True,False,5411,SUCCESS
TXN00009229,2026-03-14 18:04:35,USR51915,True,MCH1115,True,9604.88,False,False,UTR7417389627,True,False,7011,SUCCESS
TXN00003956,2026-01-08 16:07:41,USR88988,True,MCH4530,True,21711.55,False,False,UTR0982077199,True,False,5812,SUCCESS
TXN00011166,2026-01-17 05:27:17,USR65914,True,MCH8645,True,13353.57,False,False,UTR1399509627,True,False,,SUCCESS
TXN00013458,2026-01-28 07:05:26,USR94809,True,MCH7835,True,2813.91,False,False,UTR5382624520,True,False,5912,FAILED
TXN00003868,2026-03-12 06:00:43,USR56303,False,MCH9976,False,16898.81,False,False,UTR5592000068,True,False,7011,SUCCESS
TXN00017467,2026-01-28 12:52:08,USR39328,False,MCH7149,True,10552.24,False,False,UTR5443481052,True,False,5411,PENDING
TXN00008285,2026-03-02 16:39:50,USR57543,False,MCH3324,True,14699.01,False,False,UTR2417094641,True,False,5411,SUCCESS
TXN00008746,2026-03-09 08:39:36,USR67216,False,MCH3964,True,12623.44,False,False,UTR7986507905,True,False,5812,SUCCESS
TXN00011933,2026-01-01 00:00:00,USR64876,False,MCH4498,False,1946.37,False,False,UTR3972655143,True,False,4131,PENDING
TXN00014949,2026-03-26 12:30:31,USR78291,False,MCH7524,True,11307.82,False,False,UTR5920392910,True,False,,SUCCESS
TXN00019507,2026-01-11 17:03:14,USR28132,False,MCH9557,False,20109.29,False,False,UTR9242521630,True,False,4131,SUCCESS
TXN00000798,2026-01-11 08:21:59,USR48316,False,MCH4566,False,14132.68,False,False,UTR8456037386,True,False,7011,SUCCESS
TXN00013748,2026-01-19 23:19:53,USR38173,True,MCH9279,True,16963.88,False,False,UTR3788028760,True,False,5812,SUCCESS
TXN00000530,2026-03-30 04:09:50,USR70377,False,MCH5425,True,21619.0,False,False,,False,True,5411,PENDING
TXN00003403,2026-02-22 17:58:54,USR41637,False,MCH9494,True,24972.33,False,False,UTR9211291234,True,False,5812,SUCCESS
TXN00012335,2026-01-13 13:20:16,USR99474,False,MCH5091,True,8571.54,False,False,UTR0086394213,True,False,5411,SUCCESS
TXN00014868,2026-01-20 12:13:34,USR16484,True,MCH9796,False,10373.11,False,False,UTR8902014532,True,False,,SUCCESS
TXN00003031,2026-03-15 00:00:00,USR47963,True,MCH9107,True,4982.81,False,False,UTR8718492946,True,False,5411,PENDING
TXN00013835,2026-01-24 21:08:17,USR27680,False,MCH6609,False,9897.21,False,False,UTR2740449550,True,False,5411,SUCCESS
TXN00009208,2026-01-29 23:25:09,USR29988,False,MCH6674,False,17176.94,True,False,UTR2481576524,True,False,5812,PENDING
TXN00001523,2026-02-07 00:19:58,USR59082,False,MCH2986,True,8797.05,False,False,UTR7365032242,True,False,5812,SUCCESS
TXN00002663,2026-02-26 11:55:58,USR81040,False,MCH7159,False,5401.36,False,False,UTR2434491753,True,False,5411,SUCCESS
TXN00000531,2026-03-24 03:33:52,USR87059,False,MCH2398,True,20324.4,False,False,UTR3664572467,True,False,5912,SUCCESS
TXN00003077,2026-02-26 15:17:25,USR47405,True,MCH7343,True,23668.88,False,False,UTR8248929926,True,False,4131,PENDING
TXN00016976,2026-03-01 20:34:40,USR93330,False,MCH3309,False,16233.24,False,False,UTR4037587276,True,False,5411,PENDING
TXN00016462,2026-02-07 08:14:47,USR68337,True,MCH9483,True,20947.26,False,False,UTR0986025378,True,False,5411,SUCCESS
TXN00014952,2026-03-12 09:53:07,USR27405,True,MCH2020,True,3757.93,False,False,UTR7111551955,True,False,,SUCCESS
TXN00005031,2026-03-05 15:53:57,USR63626,True,MCH8980,True,7576.35,False,False,UTR1128602439,True,False,7011,SUCCESS
TXN00014087,2026-01-09 08:06:18,USR64203,False,MCH4836,True,18696.65,False,False,UTR4913175578,True,False,5812,PENDING
TXN00001325,2026-01-27 10:22:46,USR90944,True,MCH5397,False,24397.0,False,False,UTR3907626365,True,False,5912,SUCCESS
TXN00000907,2026-03-13 07:49:17,USR51793,False,MCH2723,True,20437.91,False,False,UTR6734061273,True,False,5411,SUCCESS
